"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"31.01.2023","238,65","231,50","243,00","230,20","0,03K","2,87%"
"30.01.2023","232,00","230,00","233,45","228,00","0,01K","1,00%"
"27.01.2023","229,70","223,30","230,15","220,55","0,02K","3,00%"
"26.01.2023","223,00","217,50","223,45","217,50","0,01K","3,26%"
"25.01.2023","215,95","212,35","216,90","212,35","0,43K","2,66%"
"24.01.2023","210,35","210,50","212,50","209,50","0,23K","-0,31%"
"23.01.2023","211,00","205,50","211,00","205,15","0,01K","2,98%"
"20.01.2023","204,90","203,20","205,10","202,15","0,00K","0,27%"
"19.01.2023","204,35","204,50","205,50","203,20","0,02K","1,16%"
"18.01.2023","202,00","201,90","205,00","201,50","0,01K","0,10%"
"17.01.2023","201,80","200,50","202,95","200,00","0,01K","1,41%"
"16.01.2023","199,00","200,15","201,30","199,00","0,01K","-0,57%"
"13.01.2023","200,15","198,50","201,80","196,50","0,00K","1,60%"
"12.01.2023","197,00","196,20","199,50","193,35","0,01K","1,42%"
"11.01.2023","194,25","196,80","199,95","191,75","0,01K","-2,70%"
"10.01.2023","199,65","206,50","206,80","198,35","0,03K","-3,46%"
"09.01.2023","206,80","209,90","210,00","206,20","0,00K","-0,34%"
"06.01.2023","207,50","209,85","210,00","206,10","0,29K","-0,24%"
"05.01.2023","208,00","209,05","213,00","208,10","0,24K","-0,76%"
"04.01.2023","209,60","215,45","215,50","208,50","0,01K","-2,51%"
"03.01.2023","215,00","215,90","219,55","214,15","0,41K","-0,37%"
"02.01.2023","215,80","218,10","218,10","215,55","0,01K","-1,15%"
"29.12.2022","218,30","220,00","221,25","216,70","0,01K","-0,91%"
"28.12.2022","220,30","217,45","222,65","217,00","0,01K","1,61%"
"27.12.2022","216,80","220,00","220,60","214,40","0,01K","-1,45%"
"26.12.2022","220,00","222,00","222,00","218,30","0,01K","0,23%"
"23.12.2022","219,50","215,60","219,80","215,60","0,01K","2,33%"
"22.12.2022","214,50","215,05","217,00","213,00","0,26K","-0,72%"
"21.12.2022","216,05","216,00","217,00","214,70","0,00K","0,26%"
"20.12.2022","215,50","215,05","215,50","215,05","0,01K","1,58%"
"19.12.2022","212,15","212,15","212,15","212,15","","-0,07%"
"16.12.2022","212,30","212,30","212,30","212,30","","-4,37%"
"15.12.2022","222,00","222,00","222,00","222,00","","1,95%"
"14.12.2022","217,75","217,75","217,75","217,75","","0,69%"
"13.12.2022","216,25","216,25","216,25","216,25","","0,49%"
"12.12.2022","215,20","215,20","215,20","215,20","","5,59%"
"09.12.2022","203,80","203,80","203,80","203,80","","0,54%"
"08.12.2022","202,70","202,70","202,70","202,70","","-0,52%"
"07.12.2022","203,75","203,75","203,75","203,75","","-2,14%"
"06.12.2022","208,20","208,20","208,20","208,20","","0,58%"
"05.12.2022","207,00","207,00","207,00","207,00","","0,00%"
"02.12.2022","207,00","206,50","207,50","204,70","0,03K","-1,03%"
"01.12.2022","209,15","214,00","217,25","208,90","0,03K","-1,23%"
"30.11.2022","211,75","210,00","212,15","208,25","0,10K","3,57%"
"29.11.2022","204,45","205,75","209,95","205,10","0,25K","4,07%"
"28.11.2022","196,45","200,00","202,00","197,65","0,06K","-1,78%"
"25.11.2022","200,00","198,50","202,00","196,65","0,00K","2,17%"
"24.11.2022","195,75","195,50","197,55","195,50","0,05K","0,00%"
"23.11.2022","195,75","198,00","200,95","195,10","0,16K","-1,14%"
"22.11.2022","198,00","192,85","198,70","192,85","0,35K","1,54%"
"21.11.2022","195,00","190,50","195,00","190,45","0,20K","2,20%"
"18.11.2022","190,80","189,55","196,00","188,00","0,01K","-0,78%"
"17.11.2022","192,30","194,15","194,20","190,00","0,48K","-0,95%"
"16.11.2022","194,15","204,00","204,65","193,05","0,00K","-4,85%"
"14.11.2022","204,05","202,25","204,75","197,75","0,03K","0,52%"
"11.11.2022","203,00","200,80","208,15","200,50","0,02K","-0,27%"
"10.11.2022","203,55","197,00","204,00","194,95","0,59K","2,99%"
"09.11.2022","197,65","198,50","201,35","197,00","0,49K","-0,78%"
"08.11.2022","199,20","202,95","203,90","196,75","0,02K","-2,31%"
"07.11.2022","203,90","204,00","205,30","199,35","0,03K","-1,69%"
"04.11.2022","207,40","204,75","210,50","204,75","0,02K","1,84%"
"03.11.2022","203,65","207,80","207,80","202,00","0,56K","-1,97%"
"01.11.2022","207,75","210,95","213,25","207,15","0,00K","-1,07%"
"31.10.2022","210,00","205,75","210,95","205,75","0,02K","3,47%"
"28.10.2022","202,95","211,40","212,00","200,00","0,03K","-3,86%"
"27.10.2022","211,10","213,50","218,00","210,00","0,02K","-0,14%"
"26.10.2022","211,40","217,50","220,00","210,00","0,04K","-2,96%"
"25.10.2022","217,85","222,95","223,10","217,85","0,03K","-3,31%"
"24.10.2022","225,30","227,90","228,50","224,05","0,02K","0,60%"
"21.10.2022","223,95","224,05","227,00","220,15","0,03K","-0,47%"
"20.10.2022","225,00","229,15","231,05","223,55","0,05K","-2,39%"
"19.10.2022","230,50","233,00","234,35","228,60","0,02K","-0,86%"
"18.10.2022","232,50","234,90","236,00","230,60","0,02K","-0,92%"
"17.10.2022","234,65","234,95","238,50","230,50","0,03K","0,56%"
"14.10.2022","233,35","239,50","243,20","233,35","0,03K","-3,37%"
"13.10.2022","241,50","245,55","245,55","238,90","0,03K","-4,83%"
"11.10.2022","253,75","255,00","257,55","253,75","0,03K","-0,41%"
"10.10.2022","254,80","254,90","256,60","253,00","0,03K","0,22%"
"07.10.2022","254,25","255,40","257,65","251,40","0,01K","-0,45%"
"06.10.2022","255,40","263,00","263,20","254,40","0,97K","-2,67%"
"05.10.2022","262,40","259,90","263,90","259,50","0,04K","1,82%"
"04.10.2022","257,70","258,50","262,45","256,80","0,01K","1,32%"
"03.10.2022","254,35","261,35","263,15","254,00","0,77K","-2,92%"
"30.09.2022","262,00","263,00","264,10","260,05","0,61K","-0,80%"
"29.09.2022","264,10","266,00","267,15","262,00","0,83K","-1,47%"
"28.09.2022","268,05","262,70","268,60","259,55","1,33K","1,73%"
"27.09.2022","263,50","263,30","268,80","262,00","0,77K","0,11%"
"26.09.2022","263,20","259,95","270,55","259,00","1,71K","1,06%"
"23.09.2022","260,45","264,00","264,00","257,40","0,77K","-1,68%"
"22.09.2022","264,90","261,95","265,00","260,50","0,02K","0,72%"
"21.09.2022","263,00","262,25","262,25","262,25","","-1,24%"
"20.09.2022","266,30","266,30","266,30","266,30","","2,05%"
"19.09.2022","260,95","260,95","260,95","260,95","","3,14%"
"16.09.2022","253,00","253,00","253,00","253,00","","-0,57%"
"15.09.2022","254,45","254,45","254,45","254,45","","0,81%"
"14.09.2022","252,40","252,40","252,40","252,40","","-3,22%"
"13.09.2022","260,80","260,80","260,80","260,80","","-1,90%"
"12.09.2022","265,85","265,85","265,85","265,85","","-1,83%"
"09.09.2022","270,80","270,80","270,80","270,80","","2,83%"
"08.09.2022","263,35","268,75","268,75","268,75","0,02K","-3,89%"
"06.09.2022","274,00","274,00","274,00","274,00","","0,61%"
"05.09.2022","272,35","272,50","272,50","272,50","0,08K","0,00%"
"02.09.2022","272,35","272,35","272,35","272,35","","-1,77%"
"01.09.2022","277,25","277,25","277,25","277,25","","-1,30%"
"31.08.2022","280,90","284,50","284,50","284,50","0,00K","-0,02%"
"30.08.2022","280,95","289,00","289,00","271,00","0,21K","-0,64%"
"29.08.2022","282,75","286,80","292,40","277,95","0,71K","-0,70%"
"26.08.2022","284,75","287,25","287,25","282,15","0,06K","-0,65%"
"25.08.2022","286,60","283,40","289,95","283,40","0,05K","0,21%"
"24.08.2022","286,00","267,85","287,00","267,85","0,24K","4,32%"
"23.08.2022","274,15","266,75","274,80","265,45","0,13K","2,62%"
"22.08.2022","267,15","257,45","268,75","256,75","0,20K","3,27%"
"19.08.2022","258,70","257,20","258,70","254,50","0,11K","0,64%"
"18.08.2022","257,05","261,00","263,50","256,65","0,12K","-1,08%"
"17.08.2022","259,85","263,00","263,00","257,70","0,30K","-0,59%"
"16.08.2022","261,40","266,60","267,95","260,55","1,04K","-1,88%"
"15.08.2022","266,40","267,10","268,00","262,30","0,34K","-0,54%"
"12.08.2022","267,85","264,00","268,90","261,95","0,48K","1,36%"
"11.08.2022","264,25","262,15","264,95","256,60","0,51K","1,11%"
"10.08.2022","261,35","255,45","263,00","254,70","0,75K","2,13%"
"09.08.2022","255,90","254,80","256,35","251,55","0,58K","0,59%"
"08.08.2022","254,40","253,90","258,75","253,05","0,56K","0,95%"
"05.08.2022","252,00","262,95","262,95","252,15","0,80K","-4,27%"
"04.08.2022","263,25","258,75","263,70","257,45","0,61K","1,84%"
"03.08.2022","258,50","252,75","260,90","252,30","2,54K","2,17%"
"02.08.2022","253,00","257,00","258,00","250,50","0,72K","-2,52%"
"01.08.2022","259,55","261,90","267,05","256,00","0,66K","-0,88%"
"29.07.2022","261,85","263,00","264,05","256,35","0,44K","-0,06%"
"28.07.2022","262,00","263,55","264,00","258,30","0,58K","-0,87%"
"27.07.2022","264,30","257,55","264,85","257,00","0,59K","2,36%"
"26.07.2022","258,20","254,70","259,95","254,10","0,34K","1,63%"
"25.07.2022","254,05","250,80","256,40","250,60","0,42K","1,48%"
"22.07.2022","250,35","260,50","263,00","249,65","0,52K","-6,83%"
"21.07.2022","268,70","259,60","264,80","257,75","0,03K","-0,39%"
"20.07.2022","269,75","269,75","269,75","262,15","0,02K","0,43%"
"19.07.2022","268,60","268,60","268,60","268,60","","0,64%"
"18.07.2022","266,90","266,90","266,90","266,90","","8,25%"
"15.07.2022","246,55","246,55","246,55","246,55","","2,47%"
"14.07.2022","240,60","240,60","240,60","240,60","","-6,22%"
"13.07.2022","256,55","256,55","256,55","256,55","","1,04%"
"12.07.2022","253,90","253,90","253,90","253,90","","-3,83%"
"11.07.2022","264,00","264,00","264,00","264,00","","-2,92%"
"08.07.2022","271,95","271,95","271,95","271,95","","0,35%"
"07.07.2022","271,00","271,00","271,00","271,00","","-1,90%"
"06.07.2022","276,25","276,25","276,25","276,25","","-1,02%"
"05.07.2022","279,10","279,10","279,10","279,10","","-1,78%"
"04.07.2022","284,15","284,15","284,15","284,15","","0,00%"
"01.07.2022","284,15","284,15","284,15","284,15","","-2,34%"
"30.06.2022","290,95","290,95","290,95","290,95","","0,43%"
"29.06.2022","289,70","289,70","289,70","289,70","","5,15%"
"28.06.2022","275,50","277,95","277,95","277,95","0,00K","-1,92%"
"27.06.2022","280,90","277,95","277,95","277,95","0,00K","-0,28%"
"24.06.2022","281,70","281,70","281,70","281,70","","-2,68%"
"23.06.2022","289,45","289,45","289,45","289,45","","-2,74%"
"22.06.2022","297,60","297,60","297,60","297,60","","2,51%"
"21.06.2022","290,30","290,30","290,30","290,30","","2,54%"
"20.06.2022","283,10","283,10","283,10","283,10","","0,00%"
"17.06.2022","283,10","283,10","283,10","283,10","","-0,39%"
"15.06.2022","284,20","284,20","284,20","284,20","","0,73%"
"14.06.2022","282,15","282,15","282,15","282,15","","1,71%"
"13.06.2022","277,40","277,40","277,40","277,40","","-2,58%"
"10.06.2022","284,75","284,75","284,75","284,75","","-2,60%"
"09.06.2022","292,35","292,35","292,35","292,35","","1,28%"
"08.06.2022","288,65","288,65","288,65","288,65","","-0,14%"
"07.06.2022","289,05","289,05","289,05","289,05","","-2,41%"
"06.06.2022","296,20","296,20","296,20","296,20","","2,35%"
"03.06.2022","289,40","289,40","289,40","289,40","","-2,61%"
"02.06.2022","297,15","297,15","297,15","297,15","","-0,54%"
"01.06.2022","298,75","298,75","298,75","298,75","","3,77%"
"31.05.2022","287,90","287,90","287,90","287,90","","0,84%"
"30.05.2022","285,50","285,50","285,50","285,50","","0,00%"
"27.05.2022","285,50","285,50","285,50","285,50","","1,33%"
"26.05.2022","281,75","281,75","281,75","281,75","","4,70%"
"25.05.2022","269,10","269,10","269,10","269,10","","1,70%"
"24.05.2022","264,60","264,60","264,60","264,60","","0,59%"
"23.05.2022","263,05","263,05","263,05","263,05","","-0,06%"
"20.05.2022","263,20","263,20","263,20","263,20","","-1,39%"
"19.05.2022","266,90","266,90","266,90","266,90","","0,55%"
"18.05.2022","265,45","265,45","265,45","265,45","","-4,57%"
"17.05.2022","278,15","278,15","278,15","278,15","","1,15%"
"16.05.2022","275,00","275,00","275,00","275,00","","6,61%"
"13.05.2022","257,95","257,95","257,95","257,95","","-1,07%"
"12.05.2022","260,75","260,75","260,75","260,75","","-2,52%"
"11.05.2022","267,50","267,50","267,50","267,50","","8,65%"
"10.05.2022","246,20","246,20","246,20","246,20","","-1,22%"
"09.05.2022","249,25","249,25","249,25","249,25","","-2,73%"
"06.05.2022","256,25","256,25","256,25","256,25","","-3,39%"
"05.05.2022","265,25","265,25","265,25","265,25","","-1,38%"
"04.05.2022","268,95","268,95","268,95","268,95","","1,49%"
"03.05.2022","265,00","265,00","265,00","265,00","","0,91%"
"02.05.2022","262,60","270,00","270,00","270,00","","-3,01%"
"29.04.2022","270,75","268,00","272,50","268,00","0,01K","2,32%"
"28.04.2022","264,60","260,50","265,00","259,50","0,62K","0,99%"
"27.04.2022","262,00","271,00","273,15","260,10","0,15K","-3,92%"
"26.04.2022","272,70","272,50","272,85","271,00","0,00K","0,29%"
"25.04.2022","271,90","279,40","279,40","271,05","0,00K","-4,14%"
"22.04.2022","283,65","269,90","281,35","269,75","0,00K","4,13%"
"20.04.2022","272,40","275,00","275,70","269,00","0,00K","-1,20%"
"19.04.2022","275,70","277,00","277,75","272,90","0,17K","-1,04%"
"18.04.2022","278,60","277,20","277,80","271,70","0,09K","-0,05%"
"14.04.2022","278,75","280,10","282,70","274,65","0,00K","-0,68%"
"13.04.2022","280,65","290,45","290,45","280,05","0,01K","-2,50%"
"12.04.2022","287,85","292,50","293,05","289,40","0,01K","3,26%"
"11.04.2022","278,75","280,10","282,70","274,65","0,00K","-2,28%"
"08.04.2022","285,25","280,00","286,60","279,55","0,01K","1,77%"
"07.04.2022","280,30","282,90","282,90","279,00","0,02K","-0,67%"
"06.04.2022","282,20","286,95","287,00","280,30","0,00K","-1,71%"
"05.04.2022","287,10","287,10","287,50","284,50","0,11K","0,33%"
"04.04.2022","286,15","282,05","287,40","282,05","0,01K","1,11%"
"01.04.2022","283,00","280,00","284,95","280,00","0,00K","0,48%"
"31.03.2022","281,65","275,00","281,00","274,60","0,06K","2,18%"
"30.03.2022","275,65","267,80","276,00","267,50","0,05K","3,05%"
"29.03.2022","267,50","266,05","269,10","265,80","0,00K","0,00%"
"28.03.2022","267,50","275,15","276,05","264,05","0,00K","-2,78%"
"25.03.2022","275,15","274,70","276,75","273,50","0,00K","0,00%"
"24.03.2022","275,15","279,35","279,35","273,00","0,00K","0,11%"
"23.03.2022","274,85","279,15","281,00","277,50","0,00K","0,00%"
"22.03.2022","274,85","274,85","277,40","274,85","0,01K","1,23%"
"21.03.2022","271,50","271,50","271,50","271,50","","2,78%"
"18.03.2022","264,15","264,15","264,15","264,15","","1,52%"
"17.03.2022","260,20","260,20","260,20","260,20","","-0,65%"
"16.03.2022","261,90","260,00","260,00","260,00","","3,29%"
"15.03.2022","253,55","253,55","253,55","253,55","","-3,68%"
"14.03.2022","263,25","263,25","263,25","263,25","","-1,63%"
"11.03.2022","267,60","267,60","267,60","267,60","","-1,11%"
"10.03.2022","270,60","276,00","276,00","274,00","0,17K","-2,50%"
"09.03.2022","277,55","280,00","280,00","280,00","0,14K","-1,68%"
"08.03.2022","282,30","281,00","281,00","281,00","0,00K","4,17%"
"07.03.2022","271,00","271,00","271,00","271,00","","0,67%"
"04.03.2022","269,20","273,00","273,00","272,30","0,17K","0,00%"
"03.03.2022","269,20","269,20","278,90","269,20","0,02K","-3,01%"
"02.03.2022","277,55","289,00","289,00","277,55","0,12K","-4,38%"
"25.02.2022","290,25","292,20","294,00","287,90","0,56K","0,09%"
"24.02.2022","290,00","300,00","301,90","288,95","0,19K","-3,96%"
"23.02.2022","301,95","301,00","304,00","298,75","0,19K","0,07%"
"22.02.2022","301,75","298,90","303,40","297,65","0,45K","0,63%"
"21.02.2022","299,85","298,90","298,90","298,20","0,01K","-0,35%"
"18.02.2022","300,90","303,70","303,80","299,10","0,51K","-0,50%"
"17.02.2022","302,40","305,95","305,95","302,00","1,55K","-1,08%"
"16.02.2022","305,70","303,30","306,50","303,30","0,72K","0,91%"
"15.02.2022","302,95","301,55","303,80","300,15","0,34K","0,60%"
"14.02.2022","301,15","303,00","304,30","300,15","0,47K","-0,76%"
"11.02.2022","303,45","304,30","306,00","302,25","0,64K","-0,30%"
"10.02.2022","304,35","306,30","306,30","302,90","0,60K","-0,59%"
"09.02.2022","306,15","298,70","306,90","298,15","2,82K","2,61%"
"08.02.2022","298,35","293,75","299,30","293,05","0,67K","1,86%"
"07.02.2022","292,90","292,05","294,85","291,25","0,54K","0,33%"
"04.02.2022","291,95","293,35","294,05","290,60","0,47K","-0,60%"
"03.02.2022","293,70","292,00","295,80","291,75","0,89K","0,63%"
"02.02.2022","291,85","290,50","293,50","290,20","0,40K","0,46%"
"01.02.2022","290,50","288,95","292,75","288,55","0,57K","0,78%"
"31.01.2022","288,25","290,00","290,80","287,50","0,33K","-0,26%"
"28.01.2022","289,00","286,70","291,80","285,30","0,54K","0,73%"
"27.01.2022","286,90","293,45","293,90","286,00","1,17K","-2,00%"
"26.01.2022","292,75","292,25","295,90","292,25","0,76K","-0,09%"
"25.01.2022","293,00","288,20","293,60","288,20","0,86K","1,68%"
"24.01.2022","288,15","293,05","294,50","285,65","0,77K","-1,50%"
"21.01.2022","292,55","295,85","295,85","289,05","0,90K","-0,91%"
"20.01.2022","295,25","296,05","296,80","294,15","0,34K","-0,27%"
"19.01.2022","296,05","290,50","297,10","289,25","1,09K","1,89%"
"18.01.2022","290,55","291,00","292,70","289,50","0,28K","0,02%"
"17.01.2022","290,50","290,10","290,75","289,25","0,13K","0,00%"
"14.01.2022","290,50","288,55","291,40","286,00","0,65K","0,83%"
"13.01.2022","288,10","292,00","293,20","287,70","0,46K","-1,64%"
"12.01.2022","292,90","286,70","295,30","286,25","1,89K","1,97%"
"11.01.2022","287,25","285,90","288,30","283,40","0,85K","1,06%"
"10.01.2022","284,25","288,55","288,95","282,25","0,96K","-1,63%"
"07.01.2022","288,95","278,80","289,20","277,35","1,68K","3,94%"
"06.01.2022","278,00","278,95","279,40","274,10","0,43K","-0,32%"
"05.01.2022","278,90","278,50","279,95","276,00","0,44K","0,14%"
"04.01.2022","278,50","270,00","280,50","268,65","0,84K","4,09%"
"03.01.2022","267,55","274,80","274,80","265,00","0,55K","-2,35%"
"30.12.2021","274,00","274,80","275,25","271,60","0,29K","-0,18%"
"29.12.2021","274,50","269,70","274,95","269,50","0,23K","1,78%"
"28.12.2021","269,70","271,95","273,00","268,05","0,43K","-0,61%"
"27.12.2021","271,35","276,90","277,75","270,60","0,46K","-1,99%"
"23.12.2021","276,85","279,15","281,25","274,70","0,57K","-1,11%"
"22.12.2021","279,95","273,95","279,95","271,05","0,54K","7,55%"
"21.12.2021","260,30","260,30","273,55","260,30","0,01K","2,04%"
"20.12.2021","255,10","255,10","255,10","255,10","","-5,62%"
"17.12.2021","270,30","275,50","275,50","275,50","0,15K","-0,52%"
"16.12.2021","271,70","271,70","271,70","271,70","","-0,22%"
"15.12.2021","272,30","277,00","277,00","277,00","0,13K","0,13%"
"14.12.2021","271,95","275,50","275,50","275,50","0,03K","0,22%"
"13.12.2021","271,35","272,50","272,50","272,50","0,22K","1,99%"
"10.12.2021","266,05","274,00","274,00","274,00","0,16K","-3,66%"
"09.12.2021","276,15","279,00","279,00","279,00","0,17K","-2,06%"
"08.12.2021","281,95","281,95","281,95","281,95","","0,39%"
"07.12.2021","280,85","280,85","280,85","280,85","","-2,89%"
"06.12.2021","289,20","285,00","287,00","285,00","0,15K","2,90%"
"03.12.2021","281,05","279,00","285,00","279,00","0,32K","3,21%"
"02.12.2021","272,30","274,75","275,80","273,45","0,10K","1,60%"
"01.12.2021","268,00","274,00","274,00","269,00","0,52K","0,49%"
"30.11.2021","266,70","276,00","277,00","266,80","0,03K","-0,30%"
"29.11.2021","267,50","285,00","286,50","263,20","0,04K","-4,72%"
"26.11.2021","280,75","282,40","283,50","278,55","0,05K","-1,14%"
"25.11.2021","284,00","284,25","284,40","281,00","0,04K","0,00%"
"24.11.2021","284,00","278,25","287,80","277,50","0,50K","0,64%"
"23.11.2021","282,20","269,70","282,00","268,55","0,84K","5,53%"
"22.11.2021","267,40","269,95","271,95","263,00","0,49K","-0,96%"
"19.11.2021","270,00","265,00","274,00","261,30","0,31K","2,18%"
"18.11.2021","264,25","266,80","270,50","258,00","0,39K","-0,88%"
"17.11.2021","266,60","250,95","267,65","250,00","0,72K","6,64%"
"16.11.2021","250,00","250,95","252,00","248,35","0,01K","1,09%"
"12.11.2021","247,30","244,75","250,00","243,55","0,89K","0,94%"
"11.11.2021","245,00","240,80","245,00","240,00","1,80K","1,72%"
"10.11.2021","240,85","242,60","244,70","239,10","0,44K","-0,68%"
"09.11.2021","242,50","239,00","243,25","235,00","0,49K","2,00%"
"08.11.2021","237,75","243,00","244,50","237,00","0,29K","-2,12%"
"05.11.2021","242,90","248,00","248,20","242,30","0,28K","-1,92%"
"04.11.2021","247,65","248,80","251,90","246,00","0,38K","-0,38%"
"03.11.2021","248,60","248,00","251,15","245,60","0,59K","0,44%"
"01.11.2021","247,50","242,70","249,00","241,90","0,54K","2,00%"
"29.10.2021","242,65","238,05","243,50","236,55","0,38K","2,23%"
"28.10.2021","237,35","241,50","243,20","236,25","0,36K","-0,77%"
"27.10.2021","239,20","250,20","251,25","238,40","0,60K","-3,76%"
"26.10.2021","248,55","242,00","251,35","241,55","0,54K","3,05%"
"25.10.2021","241,20","240,10","242,20","237,05","0,36K","1,01%"
"22.10.2021","238,80","244,35","246,20","235,10","0,58K","-2,25%"
"21.10.2021","244,30","247,30","249,85","242,15","0,79K","-1,21%"
"20.10.2021","247,30","246,05","249,80","244,70","0,65K","0,49%"
"19.10.2021","246,10","241,70","246,55","241,60","0,48K","1,65%"
"18.10.2021","242,10","244,50","247,20","239,30","0,35K","-1,28%"
"15.10.2021","245,25","250,50","252,20","243,70","0,95K","-2,02%"
"14.10.2021","250,30","250,00","254,00","248,50","0,36K","0,32%"
"13.10.2021","249,50","242,95","253,00","242,70","0,67K","1,84%"
"11.10.2021","245,00","239,25","244,00","237,25","0,43K","1,66%"
"08.10.2021","241,00","237,50","243,00","235,80","0,47K","1,52%"
"07.10.2021","237,40","231,85","237,70","231,85","0,46K","2,55%"
"06.10.2021","231,50","232,20","233,85","229,45","0,31K","0,33%"
"05.10.2021","230,75","232,20","232,20","232,20","0,00K","-4,65%"
"04.10.2021","242,00","241,60","247,80","237,85","0,66K","-0,25%"
"01.10.2021","242,60","232,00","245,70","231,15","1,10K","4,57%"
"30.09.2021","232,00","231,95","234,80","231,95","0,38K","-0,19%"
"29.09.2021","232,45","237,00","237,45","231,00","0,51K","-2,04%"
"28.09.2021","237,30","233,70","238,80","232,00","0,76K","2,13%"
"27.09.2021","232,35","233,35","234,00","229,50","0,37K","-0,41%"
"24.09.2021","233,30","228,45","233,70","228,25","0,58K","2,08%"
"23.09.2021","228,55","223,45","229,55","223,00","0,40K","3,72%"
"22.09.2021","220,35","223,65","226,00","222,30","0,02K","0,89%"
"21.09.2021","218,40","218,40","221,50","218,40","0,03K","0,46%"
"20.09.2021","217,40","217,40","217,40","217,40","","-2,27%"
"17.09.2021","222,45","222,45","222,45","222,45","","-0,29%"
"16.09.2021","223,10","223,10","223,10","223,10","","0,47%"
"15.09.2021","222,05","222,05","222,05","222,05","","2,45%"
"14.09.2021","216,75","216,75","216,75","216,75","","-0,82%"
"13.09.2021","218,55","218,55","218,55","218,55","","-0,75%"
"10.09.2021","220,20","220,20","220,20","220,20","","0,36%"
"09.09.2021","219,40","220,00","220,00","220,00","0,08K","-1,64%"
"08.09.2021","223,05","228,00","228,00","228,00","0,03K","-1,63%"
"06.09.2021","226,75","228,00","228,00","228,00","0,07K","0,00%"
"03.09.2021","226,75","226,75","226,75","226,75","","-0,79%"
"02.09.2021","228,55","228,55","234,05","228,55","0,01K","-0,74%"
"01.09.2021","230,25","227,20","233,35","227,20","0,07K","0,74%"
"31.08.2021","228,55","234,70","235,25","227,70","0,12K","-2,25%"
"30.08.2021","233,80","227,00","233,80","227,00","0,24K","4,07%"
"27.08.2021","224,65","220,45","228,90","220,00","0,47K","2,32%"
"26.08.2021","219,55","219,75","222,20","217,55","0,34K","0,97%"
"25.08.2021","217,45","217,75","220,50","215,55","0,33K","0,46%"
"24.08.2021","216,45","210,60","218,20","209,50","0,31K","2,10%"
"23.08.2021","212,00","210,55","211,70","208,50","0,18K","0,38%"
"20.08.2021","211,20","211,00","212,35","208,00","0,22K","0,02%"
"19.08.2021","211,15","212,00","212,00","207,05","0,14K","-0,94%"
"18.08.2021","213,15","213,30","214,50","211,25","0,25K","0,05%"
"17.08.2021","213,05","216,80","217,80","211,60","0,19K","-2,56%"
"16.08.2021","218,65","216,15","221,00","214,70","0,28K","0,28%"
"13.08.2021","218,05","221,50","224,25","216,35","1,29K","-2,26%"
"12.08.2021","223,10","222,45","224,30","219,50","0,40K","1,62%"
"11.08.2021","219,55","216,00","222,80","215,00","0,36K","1,18%"
"10.08.2021","217,00","214,80","218,10","213,85","0,35K","1,40%"
"09.08.2021","214,00","210,75","215,95","209,45","0,14K","2,07%"
"06.08.2021","209,65","213,15","213,15","206,00","0,16K","-0,57%"
"05.08.2021","210,85","211,05","214,55","208,90","0,31K","-0,45%"
"04.08.2021","211,80","210,35","213,05","209,10","0,23K","0,50%"
"03.08.2021","210,75","208,50","213,25","207,00","0,23K","1,08%"
"02.08.2021","208,50","216,50","219,65","204,45","0,51K","-4,31%"
"30.07.2021","217,90","237,25","239,50","216,50","0,60K","-8,41%"
"29.07.2021","237,90","252,70","253,40","228,70","0,96K","-3,65%"
"28.07.2021","246,90","249,15","254,05","242,00","0,81K","-0,44%"
"27.07.2021","248,00","250,10","256,20","241,30","0,60K","2,69%"
"26.07.2021","241,50","229,00","241,50","229,00","0,21K","8,98%"
"23.07.2021","221,60","228,00","240,00","225,30","0,98K","-2,03%"
"22.07.2021","226,20","222,50","236,80","218,60","0,15K","9,01%"
"21.07.2021","207,50","207,50","207,80","207,50","0,05K","5,46%"
"20.07.2021","196,75","196,75","196,75","196,75","","7,51%"
"19.07.2021","183,00","183,00","183,00","183,00","","-4,11%"
"16.07.2021","190,85","190,85","190,85","190,85","","3,08%"
"15.07.2021","185,15","185,15","185,15","185,15","","0,33%"
"14.07.2021","184,55","184,55","184,55","184,55","","3,22%"
"13.07.2021","178,80","178,80","178,80","178,80","","-1,27%"
"12.07.2021","181,10","181,10","181,10","181,10","","1,34%"
"08.07.2021","178,70","178,70","178,70","178,70","","1,74%"
"07.07.2021","175,65","175,65","175,65","175,65","","1,41%"
"06.07.2021","173,20","173,20","173,20","173,20","","-3,43%"
"05.07.2021","179,35","179,35","179,35","179,35","","0,00%"
"02.07.2021","179,35","179,35","179,35","179,35","","-2,47%"
"01.07.2021","183,90","183,90","183,90","183,90","","-2,36%"
"30.06.2021","188,35","188,35","188,35","188,35","","-0,24%"
"29.06.2021","188,80","187,40","187,40","187,40","0,00K","-1,74%"
"28.06.2021","192,15","187,40","187,40","187,40","","3,56%"
"25.06.2021","185,55","187,70","187,70","184,90","0,00K","3,57%"
"24.06.2021","179,15","179,15","179,15","179,15","","-0,56%"
"23.06.2021","180,15","180,15","180,15","180,15","","1,41%"
"22.06.2021","177,65","177,65","177,65","177,65","","-0,81%"
"21.06.2021","179,10","179,10","179,10","179,10","","1,85%"
"18.06.2021","175,85","175,85","175,85","175,85","","0,26%"
"17.06.2021","175,40","175,40","175,40","175,40","","-2,80%"
